,property_id,tag
445,1015044013,single_story
446,1015044013,garage_1_or_more
447,1015044013,garage_2_or_more
448,1015044013,garage_3_or_more
449,1015587442,central_heat
450,1015587442,community_boat_facilities
451,1015587442,community_clubhouse
452,1015587442,community_swimming_pool
453,1015587442,forced_air
454,1015587442,garage_1_or_more
455,1015587442,garage_2_or_more
456,1015587442,laundry_room
457,1015587442,recreation_facilities
458,1015587442,tennis_court
459,1015587442,two_or_more_stories
460,1016271402,horse_facilities
461,1016271402,big_lot
462,1016271402,mountain_view
463,1016271402,trails
464,1016271402,views
465,1016429517,central_air
466,1016429517,central_heat
467,1016429517,community_outdoor_space
468,1016429517,dishwasher
469,1016429517,fireplace
470,1016429517,hardwood_floors
471,1016429517,laundry_room
472,1016429517,recreation_facilities
473,1016429517,community_swimming_pool
474,1016429517,basement
475,1016429517,single_story
476,1016429517,garage_1_or_more
477,1016429517,garage_2_or_more
478,1016429517,basketball_court
479,1016429517,floor_plan
480,1016429517,ensuite
481,1016429517,clubhouse
482,1016429517,basketball
483,1016429517,lake
484,1016429517,shopping
485,1017030358,garage_1_or_more
486,1017030358,garage_2_or_more
487,1017030358,garage_3_or_more
488,1017030358,laundry_room
489,1017030358,pets_allowed
490,1017030358,swimming_pool
491,1017030358,two_or_more_stories
492,1017192842,community_outdoor_space
493,1017192842,dishwasher
494,1017192842,fireplace
495,1017192842,forced_air
496,1017192842,laundry_room
497,1017192842,spa_or_hot_tub
498,1017192842,view
499,1017192842,washer_dryer
500,1017192842,two_or_more_stories
501,1017192842,private_backyard
502,1017192842,vaulted_ceiling
503,1017192842,open_floor_plan
504,1017192842,floor_plan
505,1017192842,solar_system
506,1017192842,ensuite
507,1017192842,groundscare
508,1017192842,shopping
509,1017257038,community_security_features
510,1017257038,community_swimming_pool
511,1017257038,dining_room
512,1017257038,family_room
513,1017257038,fireplace
514,1017257038,laundry_room
515,1017257038,recreation_facilities
516,1017257038,single_story
517,1017257038,swimming_pool
518,1017826883,central_air
519,1017826883,central_heat
520,1017826883,community_security_features
521,1017826883,dishwasher
522,1017826883,family_room
523,1017826883,fireplace
524,1017826883,two_or_more_stories
525,1017826883,garage_1_or_more
526,1017826883,garage_2_or_more
527,1017826883,modern_kitchen
528,1017826883,large_kitchen
529,1017826883,private_backyard
530,1017826883,no_hoa
531,1017826883,greenbelt
532,1017826883,shopping
533,1019060695,central_heat
534,1019060695,community_outdoor_space
535,1019060695,dining_room
536,1019060695,fireplace
537,1019060695,hardwood_floors
538,1019060695,laundry_room
539,1019060695,recreation_facilities
540,1019060695,single_story
541,1019060695,garage_1_or_more
542,1019060695,garage_2_or_more
543,1019060695,groundscare
544,1019060695,shopping
545,1019377410,central_air
546,1019377410,fireplace
547,1019377410,forced_air
548,1019377410,laundry_room
549,1019377410,two_or_more_stories
550,1019377410,garage_1_or_more
551,1019377410,garage_2_or_more
552,1019377410,garage_3_or_more
553,1019377410,no_hoa
554,1019377410,big_lot
555,1019377410,ensuite
556,1019586667,central_air
557,1019586667,community_outdoor_space
558,1019586667,forced_air
559,1019586667,laundry_room
560,1019586667,basement
561,1019586667,two_or_more_stories
562,1019586667,garage_1_or_more
563,1019586667,fenced_yard
564,1019586667,fruit_trees
565,1019586667,front_porch
566,1019586667,trails
567,1019726101,basement
568,1019726101,central_air
569,1019726101,central_heat
570,1019726101,community_security_features
571,1019726101,dishwasher
572,1019726101,fireplace
573,1019726101,garage_1_or_more
574,1019726101,rv_or_boat_parking
575,1019726101,swimming_pool
576,1019726101,two_or_more_stories
577,1022976248,dining_room
578,1022976248,family_room
579,1022976248,fireplace
580,1022976248,laundry_room
581,1022976248,single_story
582,1022976248,garage_1_or_more
583,1022976248,floor_plan
584,1022976248,solar_system
585,1022976248,park
586,1022976248,trails
587,1022976248,shopping
588,1024038984,central_air
589,1024038984,central_heat
590,1024038984,hardwood_floors
591,1024038984,laundry_room
592,1024038984,single_story
593,1024038984,garage_1_or_more
594,1024038984,updated_kitchen
595,1024038984,private_backyard
596,1024038984,groundscare
597,1024038984,shopping
598,1024476729,central_air
599,1024476729,central_heat
600,1024476729,hill_or_mountain_view
601,1024476729,recreation_facilities
602,1024476729,view
603,1024476729,basement
604,1024476729,two_or_more_stories
605,1024476729,garage_1_or_more
606,1024476729,garage_2_or_more
607,1024476729,mountain_view
608,1024476729,views
609,1025717358,carport
610,1025717358,community_outdoor_space
611,1025717358,fireplace
612,1025717358,hardwood_floors
613,1025717358,laundry_room
614,1025717358,recreation_facilities
615,1025717358,rv_or_boat_parking
616,1025717358,swimming_pool
617,1025717358,single_story
618,1025717358,farm
619,1025717358,ranch
620,1025717358,investment_opportunity
621,1025717358,golf_course
622,1025717358,greenbelt
623,1025717358,lake
624,1025756734,central_air
625,1025756734,city_view
626,1025756734,fireplace
627,1025756734,laundry_room
628,1025756734,recreation_facilities
629,1025756734,view
630,1025756734,swimming_pool
631,1025756734,single_story
632,1025756734,garage_1_or_more
633,1025756734,garage_2_or_more
634,1025756734,high_ceiling
635,1025756734,park
636,1027598662,dishwasher
637,1027598662,fireplace
638,1027598662,forced_air
639,1027598662,laundry_room
640,1027598662,recreation_facilities
641,1027598662,spa_or_hot_tub
642,1027598662,community_swimming_pool
643,1027598662,single_story
644,1027598662,garage_1_or_more
645,1027598662,garage_2_or_more
646,1027598662,fenced_yard
647,1027598662,corner_lot
648,1027598662,solar_system
649,1027598662,ensuite
650,1027598662,shopping
651,1028140164,central_air
652,1028140164,central_heat
653,1028140164,community_outdoor_space
654,1028140164,corner_lot
655,1028140164,cul_de_sac
656,1028140164,dining_room
657,1028140164,dishwasher
658,1028140164,family_room
659,1028140164,fireplace
660,1028140164,hardwood_floors
661,1028140164,laundry_room
662,1028140164,two_or_more_stories
663,1028140164,garage_1_or_more
664,1028140164,garage_2_or_more
665,1028140164,garage_3_or_more
666,1028140164,high_ceiling
667,1028140164,park
668,1028140164,shopping
669,1028409066,central_air
670,1028409066,central_heat
671,1028409066,community_security_features
672,1028409066,dishwasher
673,1028409066,basement
674,1028409066,two_or_more_stories
675,1028409066,garage_1_or_more
676,1028409066,big_yard
677,1029047967,central_heat
678,1029047967,cul_de_sac
679,1029047967,fireplace
680,1029047967,laundry_room
681,1029047967,recreation_facilities
682,1029047967,two_or_more_stories
683,1029047967,garage_1_or_more
684,1029047967,garage_2_or_more
685,1029047967,garage_3_or_more
686,1029047967,floor_plan
687,1029508701,community_outdoor_space
688,1029508701,dining_room
689,1029508701,dishwasher
690,1029508701,two_or_more_stories
691,1029508701,open_house
692,1030329011,dining_room
693,1030329011,family_room
694,1030329011,hardwood_floors
695,1030329011,laundry_room
696,1030329011,recreation_facilities
697,1030329011,rv_or_boat_parking
698,1030329011,single_story
699,1030329011,garage_1_or_more
700,1030329011,fixer_upper
701,1030472325,carport
702,1030472325,central_heat
703,1030472325,hill_or_mountain_view
704,1030472325,laundry_room
705,1030472325,recreation_facilities
706,1030472325,view
